Year,Aruba,Africa Eastern and Southern,Afghanistan,Africa Western and Central,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1960,204.6316964,0.9060595568,0.04605674334,0.09087954813,0.1008352432,1.258194928,,0.6092683376,0.1190365409,2.383342738,,,0.677418163,8.582936643,4.373318828,,,9.941594074,0.0663541997,0.009111900323,0.2948049721,2.833901121,3.544434799,3.74962568,,,0.4779510796,3.551373874,0.2747521781,0.6498858571,0.7461480183,4.084068684,,,0.05860682921,10.77084729,5.22890328,3.664365979,,1.658786783,1.170381372,0.131877899,0.05241688108,0.1522279663,0.2196770158,1.021927841,0.05756009251,0.1090449522,0.3692386535,1.40133635,1.918421742,,1.397839898,1.548896642,,,0.4823038477,0.1832889037,6.502683093,0.3161377709,0.557120254,0.9525703526,0.6167542359,1.182972608,8.848806795,7.253356013,0.3881953703,0.6027932154,,,1.606592711,,0.01589217131,4.729285725,0.5362975111,3.409846728,0.4939285351,5.81743531,1.694547135,,0.2635380359,11.15075916,,0.220509797,2.035482494,0.1175399895,0.05022613403,0.02975784724,0.08616813792,1.128920482,0.2446651173,6.882676923,0.3259452927,,1.154328426,7.63240628,0.9609823108,0.302190288,0.1214864461,,0.07398189729,4.544465241,1.920254119,1.656610916,0.2666224168,0.3475070537,0.2439204442,0.2067735926,,0.2676341877,,3.952726791,1.706876995,1.133840612,6.913193297,3.059851846,2.178444772,0.9029446296,0.7977702331,2.497223223,,0.2989568332,,0.0410123634,,0.2148674779,0.5018372506,29.00602916,1.05919214,0.03803776901,1.430283085,0.1475119675,0.4784971997,0.1635265,1.376666311,0.1396756062,0.273905484,,0.2287586703,0.4518624681,1.564819871,,2.685637307,,36.6851833,,0.3059566733,,0.2953580361,,,0.07838285058,,0.9407398528,1.670990053,,1.651393372,,0.02298960413,1.044345429,0.1250059173,0.8316132651,,1.354716938,,0.262334322,0.04312205057,0.2725149427,,0.4374499009,15.52999501,,10.90816456,0.00865681807,0.07547096201,0.2998733315,6.39917962,3.658563698,0.007983525085,,4.867069736,7.183293878,,0.8130026503,0.3146261872,0.8803350382,0.8048975033,0.317288663,1.501484287,0.0796517334,6.740362582,0.1565328628,,2.084801381,0.9285780894,0.159854306,,0.3755942056,7.860524799,0.4696465164,3.714750016,2.903812021,12.08234859,0.03622561168,0.264732969,0.6550563387,0.18032439,0.2584361709,0.8463678328,0.09334985193,0.3085317897,0.2240244166,,0.03060305149,,0.5560986566,,0.5560195822,1.091089862,0.1711046132,1.503129885,,,6.576406584,0.09805453714,,,0.7047738347,,0.01832520213,0.9379745878,8.546411492,0.04176252192,0.1355857502,,,1.299653791,,0.8260352081,0.1786630721,0.264732969,0.5560195822,3.044398819,0.4133699995,0.612271456,,0.08244424502,0.06231701889,,2.573290549,1.701585253,15.99977916,,0.1358651352,7.009414089,,,0.1819466871,,3.121158107,0.1350308855,,0.01103821742,5.727222706,,
1961,208.8378793,0.9224739173,0.05358885843,0.09528283499,0.08220410883,1.374186047,,0.6626176769,0.1091358221,2.458550953,,,0.8666666667,8.641569017,4.496361641,,,10.10387199,0.05204867258,0.01872990124,0.2969237747,3.269920074,10.54896694,4.74624519,,,0.3872228089,3.868483516,0.2792815358,0.6621305352,0.8387393297,3.55728144,,,0.05767019187,10.62789765,5.460761919,3.751824984,,1.743014286,0.8360469008,0.1524741384,0.05342633843,0.1507818285,0.2566255624,1.099580953,0.0566626663,0.1071590339,0.355765005,2.059981254,1.67074999,,1.371011964,1.501403534,,,0.4972034846,0.1802378924,6.881260155,0.302507837,0.5350245441,0.7071399172,0.6284230327,1.022153677,9.007024968,7.415604227,0.3522509636,0.6244270541,,,1.74622172,,0.01504248144,4.932845597,0.5083663856,3.348877215,0.4142037697,5.952753977,3.241061755,,0.3262500667,11.15413892,,0.1965145757,2.156334005,0.1734358689,0.05907592177,0.0471068833,0.08502005518,1.169782628,0.2007686917,8.70504451,0.3311753233,,1.250805228,7.701205603,1.064878003,0.3515858323,0.1250101291,,0.07535015612,4.883326797,1.815313915,1.565141811,0.2711558895,0.359420555,0.2888475284,0.2081966727,,0.2837037083,,4.377964877,1.625491634,1.166517577,6.103849097,3.235686957,2.46455581,1.29039403,1.005242391,3.010133103,,0.2867000498,,0.04870212131,0.1736515604,0.4297601375,0.5613145832,33.20760128,1.072799137,0.05237750767,1.439571643,0.141247864,0.7979848819,0.2021098349,1.370715508,0.1410650545,0.2918989228,,0.2310089393,0.4696184441,1.470822608,,2.520819863,,36.58377756,,0.4087208006,,0.2971546475,,,0.06809511749,,0.9736696071,1.67596163,,1.550339612,,0.02204773941,0.9019523444,0.1167212612,0.8243391316,,1.418740538,,0.3586031113,0.05444468048,0.2747191729,,0.4752651547,15.22591183,,10.92874384,0.01577737226,0.08931947741,0.3066234482,6.520357665,3.698694388,0.007857403046,,4.863166095,7.23277098,,0.9956300086,0.318179228,0.9457185208,0.8273604912,0.3211875961,5.110292654,0.08780166927,6.922802563,0.1632564292,,2.267986485,1.018050319,0.1857371919,,0.3908245037,7.919592274,0.7269933709,3.137418088,3.005891594,12.32251256,0.04647447549,0.2780266452,0.8465947608,0.1784066491,0.2470424365,1.229944196,0.1208386539,0.1231494195,0.2048242799,,0.03127366411,,0.5683044708,,0.5682231472,1.486097767,0.1703020264,1.449882229,,,6.49624827,0.0106801885,,,0.6492336866,,0.01677512323,0.6865917736,8.708499797,0.05738571526,0.1469440784,,,1.300379624,,0.818809866,0.1726432416,0.2780266452,0.5682231472,5.32147375,0.4170446429,0.6168792815,,0.06804723634,0.05828282614,,2.408431907,1.602728487,15.68125552,,0.1338842372,6.153191257,,,0.1830988735,,3.068090418,0.1635418153,,0.01359902422,5.832620932,,
1962,226.08189,0.9308158935,0.07372082295,0.09661237391,0.2105329786,1.439955964,,0.7271170178,0.1635418153,2.538447236,,,1.838457269,8.835688047,4.755361673,,0.01513558879,10.64118963,0.05420878286,0.01700310947,0.3173356006,3.835891818,9.191856301,5.995986523,,,0.7153873008,3.383712446,0.2892719319,0.7017754936,1.119222949,4.138918689,,,0.04725795601,11.13062748,5.796790472,4.333572069,,1.973032225,0.6614281644,0.1555974452,0.05365947176,0.1355592326,0.2229208519,1.137455457,0.05578543828,0.08725094103,0.3837524227,2.703741229,1.901015827,,1.351308193,1.567864413,,,0.506045455,0.1774984672,7.945107361,0.3530549972,0.4878886331,0.5813807516,0.6487224247,0.9251174707,9.377889793,7.73822894,0.3255865744,0.6614679262,,,1.935781533,,0.01705479669,5.299049686,0.512157745,3.742567366,0.5478676605,6.235408423,3.303510599,,0.1721310033,11.14292839,,0.2027437632,2.262928375,0.1827698074,0.06757027108,0.06414131857,0.08390696326,1.20320119,0.277559715,7.543542857,0.3157305388,,1.118935618,7.95720612,1.115011194,0.3249125089,0.1222720558,,0.07572730794,5.02503803,1.799492212,1.551265749,0.2812706827,0.3789672007,0.248553409,0.2138192347,,0.3058509575,,4.626338041,1.623751474,1.176904562,6.57485552,3.463899695,2.878496387,1.264256487,1.037713465,3.088711554,,0.3036395736,,0.05109585673,0.2541644526,0.2878279469,0.6517136668,42.36095581,1.094238397,0.05943479942,1.483717041,0.2168797695,0.6762650606,0.1995277064,1.416589701,0.1487201656,0.3157893775,,0.2476032101,0.4907264594,1.453695286,,2.49147945,,36.01262666,,0.5411378755,,0.2352276346,,,0.07399088687,,1.03488403,1.587485065,,1.530503721,,0.02589416407,1.018925594,0.126984962,0.8217120291,,1.950749856,,0.2647438649,0.06913573401,0.361281304,,0.4686929418,15.57257227,,6.771199041,0.01839515215,0.08888786259,0.3497143729,7.060853797,3.868626059,0.008435422217,,4.516526591,7.450366961,,0.9979260649,0.3412255111,0.9911247648,0.9275414967,0.3685631245,4.970277858,0.08461045767,7.15360516,0.1664169673,,2.587839881,1.034377865,0.1955319122,,0.4701416002,8.177207791,0.5698728064,3.388973803,3.420285867,12.79009493,0.02762618423,0.2996253058,1.433922987,0.1855462723,0.2403665049,1.472917952,0.1173064619,0.1366244983,0.2214321365,,0.03699897189,,0.5745138857,,0.5744313631,1.782748378,0.1706163343,1.629005508,,,6.787859772,,,,0.6573694335,,0.02702175363,0.554823013,9.059562701,0.05456977196,0.1731302404,,,1.335198996,,0.8162003849,0.1660954509,0.2996253058,0.5744313631,8.231023065,0.4173358724,0.750243117,,0.07194952213,0.05945828037,,2.370115663,1.540659853,16.0139375,,0.1321616069,6.188716289,0.4407981729,,0.2176935025,0.5950024339,3.114839453,0.158377099,,0.01272875187,5.887167587,,
1963,214.7852167,0.9405695293,0.07416076369,0.112376069,0.2027390526,1.181681144,,0.8531158595,0.1758331335,2.330684619,,,1.487469357,9.226439909,5.155193747,,0.01608107634,11.38692874,0.04758846718,0.01750423793,0.3546737704,4.259780927,6.710612882,5.557805874,,,0.6223631009,3.151928721,0.3128943638,0.7060495123,0.8161724421,3.802640582,,,0.04643609023,11.1321024,6.212908524,5.111295488,,2.006373239,0.6400018994,0.1590836593,0.05449226763,0.1394463604,0.2140068099,1.205764352,0.05490315465,0.06788006682,0.4045514629,1.350230132,1.710525888,,1.338484,1.706856336,,,0.6560058836,0.2331325397,8.6898313,0.3437078593,0.4555738365,0.5667206957,0.6666347006,0.9454615482,9.913461713,8.189670354,0.3630699672,0.746574073,,,1.879509312,,0.01771987533,5.736879246,0.5265699659,4.279630907,0.5547108317,6.87529138,3.46664813,,0.1416998182,11.25485346,,0.2360905102,2.210012455,0.1897123532,0.07567944071,0.07507149516,0.09649818612,1.445674897,0.1570298365,9.066758242,0.3375455035,,0.9895210254,8.296748758,1.242378614,0.3209248653,0.1262034624,,0.06085185669,5.579045568,1.852266857,1.598294168,0.3071302773,0.429676377,0.2397831949,0.2279412713,,0.3217949758,,4.718965523,1.74583313,1.190893799,7.031677377,3.451203447,3.215100133,1.407685806,1.162728097,3.391267602,,0.3199406172,,0.06286028851,0.4134905958,0.3628609313,0.774109781,44.95210901,1.079507185,0.06452146434,1.525916134,0.2984562794,0.9103796243,0.2360375051,1.377124267,0.1572423457,0.3296487126,,0.2391029181,0.5193569798,1.499288894,,2.572189164,,35.32358531,,0.5771825558,,0.2938295832,,,0.08421712263,,1.169979347,1.600528243,,1.578138451,,0.03234626172,1.273303364,0.1136540198,0.8880133165,,1.537316755,,0.2163107716,0.09476043939,0.2907641394,,0.5536996571,15.99706747,,7.231306884,0.02382467714,0.1113851014,0.4333535432,7.623924888,4.086515969,0.009336402436,,4.830336124,7.757249546,,2.087976591,0.3826352303,0.9560478589,0.9251784553,0.3958635946,5.205848949,0.1075842969,7.528621321,0.1750655294,,2.72377781,1.110208624,0.1993379733,,0.4770616099,8.529163346,0.7600262531,99.4565545,3.698826568,13.56506012,0.02715931548,0.3185255466,1.537747479,0.2036032314,0.2475102351,1.89376546,0.1138483988,0.1526113536,0.3728670016,,0.034965697,,0.5880519947,,0.5879673673,1.749514796,0.1141709607,1.704515219,,,7.281603319,,,0.1623428369,0.7174287968,,0.02879623417,0.5384291714,9.572827425,0.06517081577,0.1858776857,,,1.305285856,,0.8820569555,0.1594925698,0.3185255466,0.5879673673,1.467707759,0.4445534482,0.7676379437,,0.07321833053,0.05799076771,,2.435563045,1.639286941,16.48276215,,0.1742042755,6.208593147,0.432990908,,0.1969970337,0.4718489077,3.221195326,0.1840370717,,0.01451815417,5.961337137,,
1964,207.6266987,0.996033447,0.08617369396,0.1332584621,0.213562174,1.11174196,,0.9723814362,0.1328151598,2.553441563,,,1.590447772,9.759073431,5.391003988,,0.01575228035,11.05365472,0.05530361827,0.0215752798,0.3542014778,5.262987916,8.742027908,8.118110766,,,0.818296481,4.124437628,0.3743199118,0.6998843342,0.7659513701,3.486347233,,,0.04559193046,12.3053704,6.612333622,4.865282038,,1.986497511,0.6256460539,0.1873394752,0.0597840986,0.1169269331,0.2378727049,1.19441082,0.05398945829,0.1315816622,0.4381515667,2.362952174,1.834145103,,1.325581395,1.730111574,,,0.7839694373,0.229470753,9.146392939,0.4655580879,0.4623627285,0.5624760498,0.6930069941,0.9745701197,10.42203767,8.517185137,0.4211344744,0.8609353219,,,2.037725257,,0.01668388872,6.011416269,0.5319081027,5.024189944,0.9441423365,7.013994552,3.323656239,,0.3632830435,11.26583889,,0.2193044826,2.158921422,0.1874768463,0.07407856328,0.09141489605,0.09485396281,1.553764446,0.2337604386,8.387287234,0.3816503422,,1.017597027,8.611625717,1.20538264,0.3168355523,0.1339443688,,0.07197715643,6.166240754,1.913832338,1.651430317,0.3233818156,0.4597888954,0.2294581945,0.2374305486,,0.3081686969,,4.964723099,1.956609911,1.11740983,6.927178635,3.696632323,3.405053435,2.349691664,1.127638325,3.708020691,,0.3065544203,,0.05386307671,0.4039258019,0.3672288095,0.7939619045,59.76716914,1.150382373,0.07406053017,1.600650294,0.397439866,0.3979603339,0.2324883502,1.445430536,0.1621217396,0.3514339456,,0.2095433013,0.5295003984,1.550914775,,2.655106109,,37.54828986,,0.6630897518,,0.3191305947,,,0.08604975784,,1.323094575,1.736658443,,1.631695161,,0.03198110379,1.552410895,0.1205955784,0.9727396451,,1.904282664,,0.272559353,0.1226429096,0.418299766,0.08184528976,0.6942623846,16.54338452,,12.48694665,0.02507151306,0.1482740597,0.4733433409,7.987673248,4.382327935,0.01394172715,5.247942755,5.069180011,8.036766084,0.0180673028,2.218070465,0.3835645523,0.9739738359,1.077547463,0.4285290273,5.436619718,0.1099699288,7.807291587,0.1869357701,,2.903167023,1.21998414,0.2045337126,,0.7232222524,8.854568021,0.732325922,92.86635979,3.811762869,14.26705672,0.01158881482,0.3077005059,1.506845396,0.2186231661,0.258106647,2.011115334,0.138100116,0.1233893778,0.3962321491,,0.04520885258,,0.6300351474,,0.6299413048,2.292084569,0.1711472043,1.889220557,,,7.887921639,0.03012982033,,0.1583264971,0.8398289651,,0.03049689715,0.531973025,10.04937029,0.07942611426,0.2422410885,,,1.372905509,,0.9662149811,0.1533368644,0.3077005059,0.6299413048,4.204809333,0.6181383965,0.8707898868,,0.09154778267,0.06365735523,,2.523331069,1.710103576,16.96811858,,0.2154093777,6.041541446,0.8484497918,,0.2098704402,0.8644267569,3.32404569,0.208105654,,0.01754981479,6.332343263,0.9466064874,1.034904255
1965,185.2136444,1.047279743,0.1012849328,0.1848027971,0.2058908188,1.166099043,,1.138673758,0.1468219279,2.656466458,,,2.561321317,10.62232139,5.252196533,,0.01185052376,11.14165555,0.0571148866,0.01984125604,0.3606411102,5.645651942,6.554083614,9.399207483,,,0.7947700716,3.586487026,0.3740664766,0.6764552007,0.872297857,3.259078035,,,0.05367303651,12.81400147,6.765929428,5.185731956,,1.976350579,0.6655242112,0.2776161783,0.05398682749,0.1422898555,0.2126461304,1.222186982,0.07071335252,0.1114004366,0.5318049464,2.601911806,1.835764524,,1.314336918,1.981916512,,,1.052489215,0.2255088863,9.316576004,0.3990630693,0.525615176,0.601438482,0.724736649,1.036636055,10.91080114,8.816231779,0.4342516562,0.9082845661,,,2.225610193,,0.02580160883,6.188186542,0.6284518787,5.549837063,0.7429476679,7.062752074,3.682626279,,0.4056438746,11.45615951,,0.2203195493,1.827945857,0.1832674814,0.07238845378,0.101579729,0.1061759852,1.991253557,0.2324957204,8.793316327,0.4139308111,,1.653866982,8.884268575,1.336178604,0.3204319684,0.1526182409,,0.07146748306,6.04003721,1.995100231,1.722733705,0.3526934533,0.5214202323,0.2462414729,0.2515674572,,0.3325272086,,4.772847809,2.154511916,2.305940988,7.265879991,5.050530628,3.641502446,1.703534513,1.212331598,3.950096353,,0.2589558017,,0.06237174687,0.2369424282,0.4471133329,0.8711219992,75.03633864,1.141467007,0.07541511618,1.586062052,0.447660597,0.5860237107,0.2670016019,1.451086346,0.1742013996,0.4074096807,,0.2392779114,0.5711229205,1.625500999,,2.76393809,,36.81380392,,0.6495886313,,0.2994381723,,,0.09661349074,,1.534246693,1.705354765,,1.707248922,,0.03556041623,1.483823714,0.1124616828,1.118860552,,1.768711821,,0.2495080056,0.1636543812,0.4041978752,0.08425880598,0.6809304053,17.02698453,,13.61449724,0.02342162398,0.2346743292,0.3776247003,8.174053896,4.407489804,0.01637514272,5.632872504,5.212262974,8.271750753,0.04107000573,2.175650782,0.3922808988,1.163127273,1.021689888,0.4523543305,5.997819173,0.1224579379,7.862051172,0.2676905434,,3.528028637,1.288947997,0.2532098334,,0.6147235519,9.140935648,0.902602684,85.46090641,4.136449656,14.96747625,0.01473357119,0.3288891827,0.8713950606,0.2767990856,0.4600080535,1.340945466,0.1876183167,0.1125731892,0.325313075,,0.04302216255,,0.6824209179,,0.6823159856,2.364572746,0.1695487331,2.419108102,,,8.097993717,0.2157491476,,0.1544,0.6845165124,,0.03213184259,0.5634201415,10.47629053,0.07726185467,0.2341521713,,,1.384045013,,1.11135578,0.1479663205,0.3288891827,0.6823159856,5.699133088,0.5418328866,0.8842807134,,0.09991020931,0.0785189246,,2.630169905,2.049517969,17.45172525,,0.1705402923,6.271780502,0.8300135808,,0.2179339536,0.6418780632,3.432394516,0.2308921333,,0.01792607737,6.616545312,1.09687531,1.166241648
1966,172.1587293,1.033908319,0.1073988387,0.1936759093,0.2689372036,1.333055465,,1.251997332,0.1604523094,2.806896016,,,5.81461143,10.32809244,5.361724683,,0.01503581774,11.04201943,0.04238264771,0.01953366969,0.3556161012,5.905436715,3.384305342,7.46521748,,,0.7377729817,3.954607843,0.4100618627,0.750374992,1.133880314,4.580588027,,,0.05041245796,12.93491815,6.930168059,5.327620031,,2.053281667,0.7108913816,0.2952857651,0.05832577818,0.1346738885,0.2595489315,1.218990003,0.08669973567,0.09219165741,0.6040796899,2.529154305,1.871119626,,2.171364282,2.12384314,,,1.134037566,0.2212368024,10.44901166,0.418059321,0.6533889303,0.6398457706,0.743410702,1.09112059,11.40440119,9.114528997,0.4482367838,0.8503774474,,,2.407735709,,0.03217790698,6.416514769,0.6679620358,6.444050245,0.6773649819,6.899139977,3.737521122,,0.7021812899,11.31896078,,0.1814702362,2.065450039,0.1857090737,0.07943380877,0.1001611538,0.09054129366,2.165209851,0.3090081739,9.597580247,0.3546934404,,1.77688791,9.171825388,1.42340092,0.3340808057,0.1552225985,,0.07010785878,6.065040728,2.070171236,1.786613569,0.3635699504,0.5414745092,0.2270843382,0.2578712847,,0.3370394961,,5.231136458,2.503923958,3.202365763,7.650130388,5.172018258,4.079440621,1.977128056,1.250248804,4.246220625,,0.2724718882,,0.07127920676,0.2319466993,0.4550474654,1.0196641,67.19026166,1.207201515,0.09621527085,1.699101898,0.4808866881,1.457700856,0.3002015943,1.482761423,0.1763064222,0.4337524454,,0.2339267521,0.5922076147,1.694504001,,2.865043705,,34.80352506,,0.7052286938,,0.3746053795,,,0.09789253931,,1.706669306,1.777924903,,1.779079357,,0.03383403148,1.314628807,0.1131537677,1.304864472,,1.714540485,,0.2585559133,0.1768371596,0.3577267814,0.1011781824,0.7858325614,17.64292429,,16.15833155,0.0336842215,0.2520178026,0.4506407914,8.321531816,5.2127318,0.01706721754,5.441549876,5.237592586,8.539540797,0.04569420583,2.130234177,0.3889420173,1.224277189,1.100485124,0.5060165217,5.904991948,0.1342809319,7.975704744,0.3123456375,,3.703785021,1.327035861,0.2301395999,,0.6016521485,9.453097325,1.251160579,78.62121478,4.381022511,15.71682391,0.01324753724,0.3317828732,1.278789948,0.2922153588,0.4538532811,0.3488047974,0.1820561013,0.1178461973,0.3963176171,,0.04432612495,,0.679341254,,0.6792361838,2.304314984,0.1662485643,3.242397717,,,9.29736416,0.5254676671,,0.1505985749,0.8855084242,,0.02501080903,0.6001456724,10.91577527,0.1012857803,0.2890956634,,,1.420077224,,1.296112077,0.1432906974,0.3317828732,0.6792361838,4.412122043,0.621834111,0.9946306305,,0.1144269857,0.08875244844,,2.741215387,1.985095144,18.12107301,,0.2109726489,5.690063409,1.219352693,,0.2254339194,1.008050581,3.534191045,0.1964384107,,0.01702285033,6.453858078,0.9511215923,1.307903594
1967,210.8190166,1.052204052,0.1234094133,0.1893050863,0.1720958223,1.3637463,,1.316087107,5.400016493,2.871099282,,,9.221391248,10.9556248,5.417736727,,0.0146535043,11.21725675,0.05228405722,0.01921682942,0.3654312708,6.638369161,5.124747526,11.17247954,,,1.073677766,4.090115385,0.4495876739,0.7518873654,1.425515822,3.913345072,,,0.05366427326,13.8103546,7.143074036,5.434600874,,2.06818039,0.574162147,0.3276291722,0.07573418166,0.1247033238,0.2646031682,1.245901451,0.08492357573,0.07407422371,0.5165269676,2.976362509,1.905281192,,1.72200047,2.306987473,,,0.6697462045,0.3250550327,10.14930055,0.380654362,0.6358886088,0.5478812157,0.7886862274,1.0748875,11.82717117,9.335340675,0.4662882982,0.6138261606,,,2.647227559,,0.04088377019,6.676945864,0.7322620015,6.213386589,0.7289317237,7.326519797,4.473730274,,1.826702812,10.78410455,,0.1839631428,2.294236714,0.1842318004,0.07735887976,0.07123122692,0.08797200688,2.249413986,0.3859512483,9.977040573,0.3930406236,,1.958667537,9.486342053,1.627238638,0.3524801542,0.164868169,,0.05883351208,5.758242269,2.059088135,1.777334352,0.3711566516,0.5363314151,0.2320071068,0.2693578391,,0.3309738644,,5.655047288,2.581607808,2.055756775,7.269387324,4.933417486,4.431482557,2.145307776,1.026444621,4.904753392,,0.2652841667,,0.06252474401,0.4545586017,0.4642947582,1.166635088,44.08044507,1.246531679,0.1277686532,1.642343976,0.4699723414,9.850260449,0.3321223709,1.557422865,0.1836625427,0.4580737871,,0.2529041445,0.5837602131,1.6827277,,2.822342884,,33.91204645,,0.7385997422,,0.3621870803,,,0.1388665469,,1.771404059,1.918848664,,1.764774136,,0.03920074894,1.671365752,0.1424368874,1.295907711,,1.83477215,,0.222606822,0.1890666399,0.6361795955,0.08429001466,0.8439013645,18.15419062,,15.276,0.03185165811,0.2452735918,0.4923148969,8.476054637,5.10729497,0.01868458701,7.66291593,5.007613524,8.804698034,0.2055378062,2.393053299,0.4020621785,1.218102859,1.102450434,0.5554576122,6.47365169,0.1680412967,8.105834014,0.2673877503,,3.966317174,1.398287231,0.2129001391,,0.6724397676,9.776844481,1.39359936,77.50594452,4.716318555,16.34094217,0.0117913518,0.329633906,4.909921688,0.3412656187,0.1796051849,1.546459345,0.2271072606,0.0974365353,0.3420846293,,0.07043544667,,0.6889082852,,0.6888006767,2.644872985,0.1616866797,3.83920523,,,8.770023403,0.5759296788,,0.146941556,0.8029364701,,0.03416310097,0.50354021,11.29739696,0.1067223585,0.3601994316,,,1.485091168,,1.287215393,0.1855910115,0.329633906,0.6888006767,5.013607383,0.651323081,1.032197801,,0.1425439911,0.09477952256,,2.721412806,1.776102682,18.59831788,,0.2088768384,6.352988554,0.3980245306,,0.1954613225,1.074339214,3.585995251,0.191301302,,0.01737952051,6.560824023,1.261960037,1.108579289
