Country Name,Indicator,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Gibraltar,GDP,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GDP,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,1995186721,2041538040,2384295982,2432029434,2666750686,3015058139,3284620543,3279096606,3383092828,3693710533,3868968302,3783700462,3588375477,3461282543,2995361141,2829435957,2950198649,3446441698,3635458133,2937071767,4220019243,6281917656,6964179194,6716904569,6853467858,6785137173,7638045254,8376613843,8778473615,8794202444,8595955581,10324668267,11857030337,13513809258,15681050917
"Gambia, The",GDP,GMB,,,,,,,44212353.7,46695363.16,41160658.57,45168722.7,52296836.75,55728608.97,59161545,75187969.92,95797533.46,115182522.1,112189468.5,138094243.3,171836793.4,207114382.5,241080708.9,218764445.8,216051496,213446562.6,177338801.9,225724851.7,185646209.4,220626484.2,266673126.2,284119692.5,317083373.5,690314321.4,714255460.5,755042548.1,746491692.6,785996982.5,848237108.6,803630742.5,840285264.6,814723460.1,782915402.4,687408804.6,578236035.1,487038821.6,961900106.9,1027702254,1054113427,1279704745,1561763437,1450140386,1543292393,1409694554,1415006238,1375608956,1229460602,1378176868,1484579844,1504909753,1670670669,1826073740,1901930158
Guinea-Bissau,GDP,GNB,,,,,,,,,,,78733594.84,78540057.14,87702828.57,89374237.29,98775328.95,108985740.2,112386489,114971207.2,122666858.8,118537875.1,110653830.7,154731969.7,165523634.5,163577538.3,138478900.6,143856253.1,130225018.8,173836362,164458120.3,213143016.4,243961995.5,257150374.1,226313443.7,236880821.7,235620043.5,253966922.3,270419779.4,268550998.2,206457544.5,224446663.8,371095510,392621385.9,417806667.1,477458598.7,532062927.4,587029054.4,592365688.1,696910810.9,868154708.5,830126470,849878424.2,1099818652,989271229.6,1046087418,1054915645,1048229629,1179004941,1350177128,1504630121,1439638443,1431758243
Equatorial Guinea,GDP,GNQ,,,9122751.453,10840095.13,12712471.4,64748333.33,69110000,72317446.93,67514285.71,67225714.29,66331428.57,64946954.76,65429198.24,81203226.91,94159862.71,104295643.4,103653049.9,103987520.1,,,50642880.77,36731422.85,44294647.73,44442456.95,50320914.41,62118564.85,76407396.76,93345847.73,100534663.3,88265974.58,112119406.5,110906032.1,134707184.4,136047896.2,100807001.8,141853368.3,232463036.4,442337849.5,370687618.7,621117885.7,1045998496,1461139022,1806742742,2484745935,4410764339,8217369093,10086528699,13071718759,19749893536,15027795173,16314443429,21357343682,22388344124,21948834290,21765453087,13185496881,11240808847,12200913888,13097012189,11417278045,10021856754
Greece,GDP,GRC,4335186017,4961400439,5213047711,5895278024,6669673257,7689154053,8591517944,9275600800,10090675903,11615657031,13139863636,14591750000,16885511364,22347848101,25351306818,28525876727,31152835821,36176234968,44270204082,54481876725,56829664269,52346506765,54617989796,49428873839,48020024184,47820851221,56379593476,65652750377,76261277925,79169043223,97891092003,105143232380,116224672864,108809059156,116601801966,136878365936,145861612401,143157600150,144428172489,142540728745,130133845587,136191353915,153830946734,201924269752,240521261485,247783002114,273317736796,318497937312,354460802695,330000251459,296835346570,282625610892,242053529231,238484046041,235295470067,195317994377,192732474229,199630819054,212146107549,205326724570,189410106620
Grenada,GDP,GRD,,,,,,,,,,,,,,,,,,71494495.19,88322386.3,102244362.2,110900457,115651918.9,125435590,131803552.2,145533310.7,167728455.2,187589522.6,215009569.6,236357523.7,267327642.2,278098763,300757888.9,310160444.4,309812185.2,325111814.8,342172518.5,366911444.4,392190592.6,445903592.6,482009370.4,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695555555.6,698700666.7,758683592.6,825976037,771275555.6,771013259.3,778655925.9,799882259.3,842620111.1,911497407.4,997007925.9,1061631222,1125685185,1168696296,1211403704,1089203704
Greenland,GDP,GRL,,,,,,,,,,,69520026.67,88570952.87,106101175.7,140153748.2,169918948.6,211194305.7,240780413.6,282269373,355989047.3,420642463.4,476055288.4,435746974.8,402405069.4,416183706.9,379371608.4,412876071.1,603015696.5,787392365.8,898611007.9,929796722.4,1018970365,1016493395,1037921837,927219728.9,1005879948,1208946166,1197509787,1072147778,1149862703,1131561595,1068030830,1086172923,1169138789,1558753434,1822486689,1849805733,2013099482,2249811709,2499107511,2529948330,2503156061,2684467376,2609667674,2684952727,2842048998,2499115623,2707146783,2826651926,3051626390,,
Guatemala,GDP,GTM,1043599900,1076699900,1143600000,1262800000,1299099900,1331399900,1390700000,1453500000,1610500000,1715399900,1904000000,1984800000,2101300000,2569200100,3161499900,3645900000,4365300200,5480500200,6070600200,6902600200,7878700000,8607500300,8716999700,9050000400,9470000100,9721652087,7231963516,7084399840,7841602824,8410724361,7650125217,9406097735,10440842165,11399942453,12983235568,14655404433,15674835615,17790026222,19395491993,18318412251,19288827159,18405203853,20444205991,21576351799,23577286227,26783543667,29744368111,33567868323,38503862831,37125943565,40676432029,46876114650,49593961142,52996540704,57852399964,62186186576,66053725049,71654134379,73208583759,77020015201,77604632171
Guam,GDP,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394000000,3569000000,3869000000,4213000000,4238000000,4397000000,4658000000,4828000000,4949000000,4984000000,5265000000,5399000000,5610000000,5799000000,5901000000,6013000000,6051000000,6311000000,
Guyana,GDP,GUY,170215248.2,185848451.3,194948375.4,175756868.7,194773376.9,213235294.1,228705882.4,250176470.6,229750000,249300000,267800000,282050000,285380952.4,307047619,433954545.5,494791666.7,454440000,449880000,507080000,530440000,603200000,570357107.1,482000000,489333333.3,437631605.3,453488372.1,504651139.5,354591846.9,413799990,379779389.7,396582263.3,348533094.8,373573141.5,454101382.5,540874934.2,621626785.9,705406001.4,749138009.6,717530683.2,694754988.3,712667896.7,712167575.6,726131434.7,743064076.8,787814379.2,824880550.3,2379818383,2730968914,3025189399,3165661865,3432913353,3691384743,4063090016,4167801803,4127664336,4279840362,4482697337,4748174334,4787635821,5173759528,5471256595
High income,GDP,HIC,1065895150288,1128262728905,1217926501902,1311983258603,1432067137613,1555153790410,1706020623404,1830370832256,1984910923901,2183813010131,2385907944380,2648753085927,3072604333022,3717845861762,4191827238644,4677353031786,5096892643688,5772158030718,6916659995358,7997169930285,8931814427835,9066715789205,8981841866364,9273900535392,9673713033377,10157392793700,12334497943074,14296702437843,16100693240418,16847875726196,18935770494894,20036648855464,21557728408065,21722993104395,23381967212755,25960094084978,26182105627050,25737558912434,25827656402393,27133054302117,27687948510632,27415852089449,28564932242356,32023547412390,35641204773982,37691619776842,39800317525138,43512362152787,46247257288971,43371815352491,45464567882921,49079640519268,49127640894746,49713141629461,50797622344550,48019945684087,49056829202582,51268665123112,54499762753286,54978160368569,53399410021972
"Hong Kong SAR, China",GDP,HKG,1320796652,1383681651,1612346412,1935298266,2206466461,2435078534,2489845017,2692474989,2716964388,3189740055,3800766536,4476001946,5710107420,8030117556,9388663646,10048022370,12876366009,15719433719,18315007366,22526035941,28861759209,31055409443,32291306282,29907091340,33511383986,35699543051,41075570592,50622571586,59707404561,68790369107,76928290842,88959620136,104272278635,120353947981,135812069769,144652912433,159717233622,177352785420,168886163222,165768095392,171668164083,169403241524,166349228737,161384522525,169099768875,181570082162,193536265094,211597405594,219279678430,214046415026,228637697575,248513617677,262629441493,275696879835,291459356985,309383627029,320837638329,341244161577,361691522613,363016373359,346585881504
Honduras,GDP,HND,335650000,356200000,387750000,410200000,457000000,508650000,549950000,598100000,646800000,668000050,723000000,731000000,802999950,912499950,1034500000,1124000000,1347999950,1669499950,3097242093,3544281976,3968160046,4043894879,4266503526,4476697185,4915311846,5278120713,5677828959,6190521241,5902717092,5432344902,4923009552,4648668479,4943700431,4926728933,4642280682,5347445005,5215028986,5737099650,6366340266,6414520530,7186650135,7651174661,7858235333,8230387552,8869311411,9757034457,10917481688,12361257681,13881701034,14587496229,15839344592,17710315006,18528601901,18499710128,19756494435,20979767785,21717622071,23136232230,24067778954,25089976947,23827840810
Heavily indebted poor countries (HIPC),GDP,HPC,17413068781,17864141658,19442123671,23457171885,20955545830,24474602309,26651887067,26107309424,27626507402,30698345468,32176926621,34646903206,37735531755,45641653515,55637714039,63563420173,67487863090,79342503500,91655325827,102457253176,109117778262,107870849868,108220141336,102709327403,102575838965,107709964641,124556427694,139066075830,138380396772,133673379276,139485086400,141125682142,131764125077,135011708748,115484667279,134643999919,139952900582,145656883588,154127425246,155062594746,170010767938,162577587608,174626725259,197860138582,227057191807,259131067465,307369042128,367066841846,443334448767,449870966784,499093124821,548759419089,577667060735,643551331043,680011695194,667746683382,673542028326,719050454283,766785759715,791852360712,803820050460
Croatia,GDP,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22534512415,23846613059,23869311079,25562732258,23456897701,21633759451,23054778851,26813968851,34682900713,41587470547,45376744002,50423077102,60073426977,70234425974,62600093959,59918313669,62537851352,56580819624,58194069434,57639588806,49525747504,51601147666,55481644098,61375222347,60752588976,55966581780
Haiti,GDP,HTI,273187200,271066000,281896800,294883400,325281200,353251800,368948600,369124200,367968800,391820400,331200000,362800000,372000000,466800000,565400000,681400000,879000000,947000000,974200000,1080600000,1383800000,1479400000,1474200000,1623600000,1816200000,2009400000,2318000000,2047200000,2613926800,2736243800,3096289800,3473540602,2257121668,1878248741,2167564195,2813313279,2907514523,3338938830,3723909227,4153736347,6868666120,6364908100,6106867934,5000238129,6005401730,7049954289,7408787819,9315973989,10386485528,11269821159,11661585823,13008748132,13708931890,14498080023,14790765760,14857386164,13723267961,14213814583,15965670198,14332163266,13417997065
Hungary,GDP,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34753569693,38730585922,40124916941,43166678735,46425677734,46658755152,47296952929,48706787306,49073380174,47218405892,53749989092,67608919144,85302003908,103960017914,112980947728,115577256524,139966001510,158136326478,130760312877,131916516052,141759722464,128475498380,135411698965,140765018881,125074286021,128470534118,142961605733,160431092909,163503650313,155012927629
IBRD only,GDP,IBD,315973597831,301198959536,313641680977,334936683087,379872173755,415604424064,428157693691,440430342911,465423028985,520014431081,565470013387,617675573615,695115784942,894048174865,1127759040994,1217538853766,1326716619706,1503786007454,1621557095866,1943058409799,2290647728354,2481142180232,2462841769762,2428459083255,2483068087563,2622470373243,2728645741310,2789044020268,3016712766027,3132019265894,3584003974983,3678210135740,3681604157233,3958617158301,4336070560464,4882615077311,5334156131932,5657041808134,5502655624354,5358186624892,5833832943658,5906253561091,5994977399065,6735327226179,8028018379610,9600004965337,11384673867590,14151570813598,16994315603441,16486091961327,20019096942601,23644990415567,25141048332895,26562338492259,27471012811245,25745911251557,25955238424306,28649113919465,30417172243362,31121479923839,29806863405156
IDA & IBRD total,GDP,IBT,351664181406,340113502655,356025294545,382968444749,425918976420,467994349041,485403736690,498111835862,526010580915,588455372985,645397069834,697256596717,777546417475,987236444684,1254717374980,1371793597619,1486225281720,1676867110345,1819605824228,2172057787201,2561916030315,2892924146340,2849267659089,2745436934729,2770588193265,2917704168990,3017761383584,3095589574477,3327067360253,3436639527614,3914367398266,4010357871133,4006275631015,4267474701746,4631081811009,5223349306546,5708062260360,6044170201015,5896110482414,5763216848959,6283551971021,6353042023703,6479441019294,7276689740371,8661782224302,10336575821308,12272883422818,15195905825970,18240118861478,17717495533667,21436216036598,25238350940177,26851876782899,28447806811666,29487167051455,27745319099212,27909414347963,30671659894340,32552463823821,33356383060100,32039039892661
IDA total,GDP,IDA,36135712199,38157466904,41139884118,46268006583,45371644292,51321936137,55674686052,56239402899,59113536030,66697323696,77320443251,77739332444,81289922348,93398867759,125993729176,151038486282,157091003525,171314261974,194696416623,226036858430,267609891053,394051033516,371599858614,310338291772,285288928519,293966787121,290033166173,306047563595,311784163510,304707453227,329016955997,330890136231,323631403399,308166387298,294362303005,340024007635,373147444339,386226229589,392752415848,404573297037,449158160069,446334090456,483585011192,540436799748,632901464283,735985792135,887207512703,1044341364659,1245687599988,1231375888852,1416796408058,1592681814509,1710188828611,1885176371174,2016049640557,1998910233664,1953728475104,2022170626620,2134903713223,2234987907830,2233055554263
IDA blend,GDP,IDB,12063675731,12910219880,13806111070,14611953714,15945561034,17314191978,18833649406,18930428562,19982392386,22860731891,31424600435,29185312527,32770751246,34960370827,50396645095,57971548557,69959744236,73756748309,80183719946,98427223929,126263551075,243041606846,222135455968,168565377618,144657060882,145317822843,131018685649,134041779465,137621034504,132645925455,146299792606,146920912883,147612949796,131046031667,132690298246,155408747120,171668896343,175325578488,173354045166,180693200743,206247566076,205813939997,227295358597,255069084600,310751074107,371615293327,465367890007,536919702424,636142375419,596482217213,700019005506,804375869723,889579521927,965831920126,1036807352388,999690354041,930903842237,919474226981,959604463468,987263626956,955550161951
Indonesia,GDP,IDN,,,,,,,,5667756645,7076465295,8337423313,9150684932,9333536360,10997590361,16273253012,25802409639,30463855422,37269156627,45808915663,51455719100,51400186379,72482337370,85518233451,90158449307,81052283405,84853699994,85289491750,79954072570,75929617577,84300174477,94451427898,106140727357,116621996217,128026966580,158006700302,176892143932,202132028723,227369679375,215748998610,95445547873,140001351215,165021012078,160446947785,195660611165,234772463824,256836875295,285868618224,364570514305,432216737775,510228634992,539580085612,755094160363,892969107923,917869910106,912524136718,890814755233,860854235065,931877364178,1015618742566,1042271531012,1119091259075,1058423838345
IDA only,GDP,IDX,24707636432,25895006748,28046609746,32574557447,30120423992,34885378936,37786596511,38276001459,40137864806,44936245021,46599819454,49534590770,49292650012,59628212032,76840175803,94856152087,87813698028,98611110876,116161104108,128862181058,141635770736,144471423936,143905042881,138566937473,138558056500,146768470343,158006266868,171161027173,173249862840,171196409287,181737540593,182995026182,174946653645,176361349471,160852893249,183642345281,200396817570,209810564733,218351655345,222775307740,241805450085,239448260497,255260762201,284265708511,321407387440,363972579367,422151031142,507293959810,609534900442,635147006999,716957131723,788365799771,820393920094,919266768605,979133669767,999296364245,1023768658776,1104502310662,1177415280139,1250631795638,1281674351843
Isle of Man,GDP,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914762873.7,1023005863,1180968165,1382605389,1567402514,1563667800,1659131244,1947332922,2328658228,2822358473,3032400000,3422651334,4466100440,5928420956,5487083658,5920177689,6566098382,6690725118,7000748788,7708834951,7085288006,6846691871,6979581725,7491969313,,
India,GDP,IND,37029883875,39232435784,42161481859,48421923459,56480289941,59554854575,45865462034,50134942203,53085455871,58447995017,62422483055,67350988021,71463193830,85515269586,99525899116,98472796457,102717164466,121487322474,137300295308,152991653793,186325345090,193490610032,200715145361,218262273410,212158234164,232511877842,248985994044,279033584092,296588994812,296042354986,320979026420,270105341879,288208430384,279296022988,327275583540,360281952717,392897054348,415867753864,421351477505,458820417338,468394937262,485441014539,514937948870,607699285434,709148514805,820381595513,940259888792,1216735441525,1198895582138,1341886602799,1675615335601,1823049927772,1827637859136,1856722121394,2039127446299,2103587813812,2294797980510,2651472946375,2701111782775,2870504096717,2622983732006
Not classified,GDP,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,GDP,IRL,1939329775,2088012282,2260349684,2430843768,2766608946,2945704143,3104034393,3343636773,3278584478,3787077344,4395995086,5098250287,6318060582,7481173066,7896860615,9483808362,9453756015,11248340431,14647996074,18319334300,21747855640,20670190138,21474752962,20766047764,20106648455,21270013326,28714571852,33920518493,37772896221,39238392678,49305632408,49787501584,55918538121,52417477614,57097656066,69139823232,75790786290,82856648758,90199410116,98860565736,99958806891,109252057271,127985972144,164307961625,194015335237,211797991543,231986253920,269736375582,274326912260,235509465129,221659742985,238662833334,225509709551,238211547206,258625192664,291462799329,298725229419,334602299873,384853685231,399122063504,425888950992
"Iran, Islamic Rep.",GDP,IRN,4199134390,4426949095,4693566416,4928628018,5379845648,6197319929,6789938672,7555383690,8623172960,9743089607,10976245154,13731801564,17153463263,27081698250,46209092072,51776222350,68055295081,80600122702,77994316621,90391877326,94362275580,100499312750,125948756439,156365156618,162276728620,180183629600,209094561833,134009995923,123057861334,120496362916,124813263926,,,63743623232,71841461173,96419225744,120403931885,113919163421,110276913363,113848450088,109591707802,126878750296,128626917504,153544751395,190043433965,226452138292,266298911661,349881601459,412336172447,416397025729,486807615326,580764902917,598868460913,460293149324,432687036178,384951479697,417983583566,445345256459,294356680625,258245497664,191718271484
Iraq,GDP,IRQ,,,1954634836,1978437693,2340521143,,,,2896947634,3008120975,3281713806,3865346535,4113848002,5134367778,11516762614,13458516763,17754825601,19838130715,23762275652,37816457839,52569000000,37823000000,42382333333,40712903226,46938387097,48425161290,47264516129,56774193548,62684516129,65831935484,180408064516,407796349.7,553671957.7,1031944881,3991349283,12894029888,10433698621,20764857056,20617405044,36881601584,48364250944,36176430129,32928454672,21921569479,36627901762,49954890353,65140147197,88837055195,131614433712,111657581662,138516722650,185749664444,218002481738,234637675129,228415656175,166774109674,166602488748,190643898226,212271807144,222434137056,167224432560
Iceland,GDP,ISL,248434097,253885656.3,284916516.2,340061650.1,434267936.9,523694949.4,628893310.4,621225962.2,474399471.6,414709311.4,526704545.5,670251136.4,839652164.1,1154440253,1515190595,1406875081,1669488390,2208509076,2511826196,2853435054,3381419043,3492997010,3206626564,2765950295,2864441356,2984052332,3989622715,5520318353,6106635770,5672569396,6468736287,6909730237,7080981669,6218581472,6389460286,7123633356,7426081278,7569666974,8503693099,8982047589,9025660362,8234846805,9318395055,11429333038,13825302536,16852963067,17465318552,21652505597,18074622987,13154414219,13751161918,15221622926,14751508134,16125060515,17867662178,17517210519,20793168031,24728285177,26267063758,24857740445,21718075725
Israel,GDP,ISR,2598500000,3138500000,2510000000,2992333333,3405333333,3663333333,3980000000,4030000000,4619000000,5329333333,,,,,,,,,,,,,,,,,,,,,,,,,,100734903862,110428661215,114976879747,116207999000,117373576588,132705321659,131056971967,121411638102,127330118574,135728171575,142660526328,154157752143,179067829654,216338894091,207499297358,234000056700,261013927690,257173086464,292692657452,310047504909,300122499721,318616506158,352667925811,370455651180,394652208893,401953767073
Italy,GDP,ITA,40385288344,44842760293,50383891899,57710743060,63175417019,67978153851,73654870011,81133120065,87942231678,97085082807,113395315985,124672365793,145260039841,175492055795,199564489431,227695851127,224717278437,257596313364,315058323066,393677161501,477256775944,430702851303,427272645669,443042373789,437887689002,452217492141,640386352773,805713128174,891608957156,928661332204,1181222653523,1246220156079,1320161644933,1064958075551,1099216688281,1174662070605,1312426527795,1241879604366,1270052525928,1252023758790,1143829832320,1167012796421,1270712309430,1574145823928,1803226967966,1857524312896,1947919708945,2210292636189,2398856598799,2191241872742,2134017843247,2291991045770,2087077032435,2141315327318,2159133919744,1835899237320,1875797463584,1956950469673,2091117091124,2004913357800,1886445268341
Jamaica,GDP,JAM,699050679,748028839.4,777712445.8,826690466.2,897931401.4,972140557.2,1096738065,1148025407,1083883355,1191287652,1404776071,1539865514,1875048860,1905917553,2375096249,2860411286,2966010230,3249697393,2644449232,2425033998,2679409453,2979061412,3293533288,3619294121,2373566957,2100223150,2754566176,3286987552,3828310735,4404970059,4592224067,4106199176,3535460090,5440064773,5452564385,6577523825,7393883555,8400033894,8787195622,8887061867,9005064475,9194717836,9719017926,9430230564,10174664854,11243868486,11930171468,12799593018,13709402085,12120460873,13220556883,14444655300,14807086889,14264202737,13899228824,14188935948,14077109397,14808989993,15730793853,15830768550,13812421803
Jordan,GDP,JOR,,,,,,599831979.8,658078969.5,631755810.7,561187342.5,698963875.7,639596751.6,678241389,788574629,943700547.8,1197454207,1363039400,1708734940,2096568479,2602748691,3271728272,3910036925,4384685230,4680567376,4920407601,4966710013,4993829194,6401380000,6755599114,6277197435,4220945005,4160003917,4344250257,5311329067,5605841536,6237739516,6727446632,6928359238,7246188575,7912327362,8149106065,8460424401,8975689845,9582453032,10195660790,11411390409,12588665303,15056929760,17110587447,22657662393,24537876056,27133804225,29524149155,31634561690,34454440141,36847643521,38587017887,39892551127,41408960845,42932112676,44502895915,43697659275
Japan,GDP,JPN,44307342950,53508617739,60723018684,69498131797,81749006382,90950278258,105628070343,123781880218,146601072686,172204199481,212609187919,240151807460,318031297492,432082670451,479625998613,521541905673,586161859000,721411786537,1013612173519,1055012119526,1105385973764,1218988935130,1134518001885,1243323592059,1318381627004,1398892744821,2078953333674,2532808573157,3071683013179,3054914166263,3132817652848,3584420077101,3908809463464,4454143876947,4998797547741,5545563663890,4923391533852,4492448605639,4098362709531,4635982224064,4968359075957,4374711694091,4182846045874,4519561645254,4893116005657,4831467035390,4601663122650,4579750920355,5106679115127,5289493117994,5759071769013,6233147172341,6272362996105,5212328181166,4896994405353,4444930651964,5003677627544,4930837369151,5036891740656,5148781948478,4975415241563
Kazakhstan,GDP,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26932729103,24923076923,24917355372,23409260880,21250792886,20374302652,21035368251,22165932063,22135254836,16870821840,18291994909,22152694162,24636593223,30833699703,43151647003,57123671734,81003884545,104849886826,133441612247,115308661143,148047348241,192626507972,207998568866,236634552078,221415572820,184388432149,137278320084,166805800596,179339994859,181667190076,169835426427
Kenya,GDP,KEN,791265458.8,792959472.1,868111400,926589348.6,998759333.6,997919320,1164519673,1232559506,1353295458,1458379415,1603447357,1778391289,2107279157,2508998457,2969942180,3259344936,3474542392,4494378855,5303734883,6234390975,7265315332,6854491454,6431579357,5979198464,6191437070,6135034338,7239126717,7970820531,8355380879,8283114648,8572359163,8151479004,8209129172,5751789915,7148145376,9046326060,12045858436,13115773738,14093998844,12896013577,12705357103,12986007426,13147743911,14904517650,16095337094,18737897745,25825524821,31958195182,35895153328,37021512049,40000088347,41953433591,50412754861,55096728048,61448046802,64007750169,69188755364,78965004656,87778582964,95503088538,98842939649
Kyrgyz Republic,GDP,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2675000000,2569444444,2316562500,2028295455,1681006993,1661018519,1827570586,1767864036,1645963750,1249061487,1369688498,1525116370,1605643105,1919008090,2211534585,2460248026,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933,7335027592,7468096567,6678178340,6813092066,7702934800,8271106196,8871019823,7735976613
Cambodia,GDP,KHM,637142865.7,642857134.3,660000008.6,728571437.1,782857128.6,868571428.6,914285714.3,962857134.3,1065714249,978873232.4,718401157.7,969911421.4,505549441.4,702899156,588443893.7,,,,,,,,,,,,,,,,,,,2533727592,2791435272,3441205693,3506695720,3443413389,3120425503,3517242477,3654031716,3984000517,4284028483,4658246918,5337833248,6293046162,7274595707,8639235842,10351914093,10401851851,11242275199,12829541141,14054443213,15227991395,16702610842,18049954289,20016747754,22177200512,24571753584,27089389787,25291251427
Kiribati,GDP,KIR,,,,,,,,,,,14295279.54,15278632.48,18936526.95,31710657.73,85637174.37,55081816.99,41109617.5,38748059.44,45210026.32,42620165.44,38715554.54,41369800.05,40572066.13,37837837.84,41246160.6,32125148.4,32085561.5,33608738.27,42972107.2,41119721.65,39809538.68,47515189.28,47737955.35,46919624.64,54832577.86,56338028.17,66515376.79,67537479.59,65334841.06,69032258.06,67254174.4,63101272.37,72196457.68,90231856.8,102367039.3,112133944.3,110234939.8,132671743,141042610.3,132420059.3,156120895.2,181705002.6,190243321.6,185113921.6,179703443.3,171117872.4,178328873,187276210.9,196737896,194647201.9,199573326
St. Kitts and Nevis,GDP,KNA,12366563.61,12483229.31,12541562.15,12833226.39,13416554.86,13593932.32,14469078.18,16742338.25,14600000,15850000,16300000,19624746.45,22944849.12,24196018.38,31514856.31,33364055.3,30095602.29,44496296.3,49433333.33,58840740.74,68459259.26,80888888.89,86022222.22,86874074.07,98603703.7,111007407.4,130685185.2,147748148.1,172692592.6,192518518.5,217259259.3,220540740.7,242137037,263755555.6,295159259.3,313485185.2,333944444.4,374641308,383257331.4,406595484.4,421695769.8,458643829,481077373.7,469869869.9,506900000,547203703.7,644411111.1,689285185.2,751233333.3,747862963,760170370.4,817759259.3,800414814.8,839770370.4,916566666.7,923155555.6,971170370.4,996944444.4,1010822222,1044711111,927451851.9
"Korea, Rep.",GDP,KOR,3958190759,2417558289,2814318517,3988784572,3458939358,3120833333,3928908381,4855907142,6119284294,7678581344,9005023184,9903499928,10862327878,13876531432,19544094741,21784297521,29902479339,38446487603,51972107438,66946900826,65398646758,72933350954,78358866335,87760360941,97510235986,101296177099,116836802995,147948259723,199590823957,246927292765,283367525715,330648530715,355525267405,392666101885,463617399963,566583427334,610169556840,569754543830,383330931042,497512659612,576178114168,547658231280,627246081417,702717332013,793175007858,934901071333,1053216909888,1172614086540,1047339010225,943941876219,1144066965324,1253223044719,1278427634343,1370795199976,1484318219634,1465773245547,1500111596236,1623901496836,1724845615629,1646739219510,1630525005469
Kuwait,GDP,KWT,,,,,,2097451694,2391486978,2441893027,2663119574,2769532344,2873984878,3880370402,4451200973,5408293999,13004774557,12024138276,13131668947,14135729588,15500908760,24746019537,28638550499,25056672166,21577977770,20869434305,21697297872,21442619681,17903681693,22365734482,20692472760,24312117767,18427777778,11008793176,19858555215,23941391391,24848483838,27191353887,31493319973,30355093966,25939960630,30123850197,37712842243,34887512227,38137545245,47876510067,59439090601,80798630137,101548931771,114639690359,147395089286,105963168867,115419399860,154068115942,174070382279,174161142454,162631412509,114567298106,109419728567,120707435412,138182400494,136196760181,
Latin America & Caribbean (excluding high income),GDP,LAC,65620808166,68624073522,79174794692,78810137064,90906169855,97587712662,107375960282,110128541025,118974491356,133625574818,145017155173,160885856339,182666587393,239615243329,315496789587,339878429220,375456979876,407817646451,464493018983,548302343759,655342547364,758245679410,705601393159,615396486386,628791407312,650107133010,655461174268,703400344295,788063676124,882731687107,1041181192766,1297974028320,1199700236982,1397343156804,1609565306798,1687746345909,1842258026682,2010064157296,2019908963818,1791525473960,1980848958477,1925705028049,1731482311608,1773300252218,2023229633945,2448474065328,2860958737312,3381017765452,3912341357763,3636380283977,4547338067672,5310229211102,5288327452642,5431239202703,5460163132683,4653088092008,4527157303795,5046523256120,4897955761447,4841640251322,4007837786208
Lao PDR,GDP,LAO,,,,,,,,,,,,,,,,,,,,,,,,,1757142806,2366666616,1776842041,1087273104,598961269.3,714046821.1,865559856.2,1028087972,1127806945,1327748655,1543606345,1763536305,1873671550,1747011857,1280177839,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558726,3452882514,4222962988,5443915121,5832915387,7127792630,8749241114,10191350120,11942230508,13268458232,14390442307,15805692546,16853087485,17953786416,18245925331,19136194849
Lebanon,GDP,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313540068,2717998688,2838485354,4690415093,5843579161,7941744492,9599127050,11718795528,13690217333,15751867489,17247179006,17391056369,17260364842,17649751244,19152238806,20082918740,21159827992,21497336499,22022709852,24827355015,29118916106,35399582929,38443907042,39927125961,44035991746,46909335135,48134486625,49939374833,51205122504,53140638269,54961275742,51991634492,33383246858
Liberia,GDP,LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874000000,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2721000000,3067000000,3144000000,3177000000,3277826000,3285455000,3264000000,3070518100,2950000000
