Country Name,Indicator,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Cote d'Ivoire,CO2 per capita,CIV,0.131877899,0.1524741384,0.1555974452,0.1590836593,0.1873394752,0.2776161783,0.2952857651,0.3276291722,0.3742365483,0.4260409967,0.478672774,0.5078589947,0.540577465,0.5492797842,0.5816836143,0.6221836442,0.5904166088,0.5772011288,0.6555458038,0.7056394108,0.7746040033,0.5321147829,0.6970026552,0.5293025433,0.5671667977,0.7387089437,0.5788351482,0.7180996445,0.8256314253,0.7408948335,0.227256089,0.2256842601,0.2161963369,0.2230320025,0.2249655235,0.2295813612,0.2645732648,0.3165754546,0.3098257682,0.4172755053,0.3846934546,0.371446625,0.3702513165,0.2926200707,0.3016055263,0.3165434027,0.3001879934,0.2894959901,0.3243976405,0.2956257312,0.3029278217,0.2848494521,0.3661730709,0.3830219673,0.3956256519,0.4116050582,0.3912230699,0.4247574678,0.3953053836,25716554,26378275
Cameroon,CO2 per capita,CMR,0.05241688108,0.05342633843,0.05365947176,0.05449226763,0.0597840986,0.05398682749,0.05832577818,0.07573418166,0.08160176476,0.08998637114,0.09786534891,0.1211432451,0.1254876463,0.1273833106,0.1345913862,0.156009946,0.142576886,0.1985159943,0.2465413164,0.2187340716,0.4529833813,0.6010911361,0.6920518614,0.6968330553,0.6208216585,0.6430390974,0.1918956901,0.1718843566,0.1986560694,0.6681973536,0.2461781688,0.218324206,0.2024081125,0.5177202182,0.5509796781,0.5227947327,0.4538032578,0.4594113233,0.4591214806,0.431428137,0.4318695491,0.3973906564,0.3802512654,0.3630764575,0.3789256612,0.3727427915,0.3813719921,0.4335225474,0.4264342709,0.4441654697,0.4419593775,0.3812231207,0.3285972662,0.3338270531,0.3416828422,0.3438007868,0.3573436353,0.3386785106,0.3418429084,25876387,26545864
"Congo, Dem. Rep.",CO2 per capita,COD,0.1522279663,0.1507818285,0.1355592326,0.1394463604,0.1169269331,0.1422898555,0.1346738885,0.1247033238,0.1781746563,0.1876858252,0.1356041939,0.1440832069,0.1430593485,0.1472517765,0.1512410821,0.1413735325,0.1449027545,0.1438120638,0.1417935617,0.1463165064,0.1328577572,0.139680623,0.1108674646,0.1417541941,0.1361288762,0.1218601769,0.1100678053,0.1222383655,0.1238767956,0.1312743639,0.09187558901,0.04845684445,0.03964223738,0.03684063476,0.03179889346,0.02982472753,0.02923481565,0.02738026263,0.02965442473,0.02874588561,0.01953049124,0.01631269697,0.0176452884,0.0208067646,0.02204682372,0.02719678171,0.02827952029,0.02993823127,0.03095452755,0.03074529871,0.03190639815,0.03774989588,0.03520680426,0.05114996042,0.06493379295,0.03790435752,0.02614573863,0.02801025298,0.02616926289,86790568,89561404
"Congo, Rep.",CO2 per capita,COG,0.2196770158,0.2566255624,0.2229208519,0.2140068099,0.2378727049,0.2126461304,0.2595489315,0.2646031682,0.359750383,0.3895863496,0.4311210993,0.5020378639,0.471896396,0.8429407883,1.088754101,0.7159042546,0.7809715988,0.2948512722,0.1923871686,0.2017326195,0.2289384521,0.2584046249,0.7139945238,0.5896063499,0.5710768285,0.6229752306,0.5051683923,0.6096695142,0.6721167557,0.6572312193,0.3564245526,1.271512505,1.208862043,1.168023501,1.056092571,1.082166342,1.005091867,1.164865833,1.094302816,0.9708955145,0.9144918175,0.9291687513,0.8458253685,0.8629507927,0.8147061873,1.330471807,1.321711881,1.323487413,1.34862708,1.312297969,1.16525627,1.105841803,1.053169074,0.8652845045,0.8613109871,0.7083884102,0.6725562518,0.6300505547,0.6139925859,5380504,5518092
Colombia,CO2 per capita,COL,1.021927841,1.099580953,1.137455457,1.205764352,1.19441082,1.222186982,1.218990003,1.245901451,1.304524426,1.339331309,1.322369524,1.378209118,1.398143329,1.463645788,1.549779573,1.491606658,1.5478288,1.563876699,1.619776372,1.688634734,1.648891984,1.616879726,1.633862165,1.722127877,1.669896523,1.615252167,1.606056545,1.618419013,1.648060005,1.640109186,1.476018372,1.498296954,1.545788217,1.589569053,1.578065234,1.621572438,1.587263613,1.685673101,1.670563214,1.432583644,1.469090371,1.454691574,1.380538199,1.350404321,1.336155119,1.357868253,1.336083245,1.353300572,1.355779866,1.406925677,1.430255191,1.531007322,1.525532286,1.673065423,1.699465586,1.705152834,1.738659399,1.555106166,1.600650618,50339443,50882884
Comoros,CO2 per capita,COM,0.05756009251,0.0566626663,0.05578543828,0.05490315465,0.05398945829,0.07071335252,0.08669973567,0.08492357573,0.08312403094,0.08137171362,0.1275173328,0.1250229069,0.1226272734,0.1201275967,0.1172937983,0.1282740929,0.1516668045,0.1461999326,0.1023486889,0.07396848557,0.1548609464,0.1500895733,0.1458078448,0.1418408274,0.1379948184,0.1341571522,0.1203067543,0.1265667853,0.1323267107,0.1284612574,0.1700688536,0.1651438049,0.1603834539,0.1558083113,0.1514233798,0.1682814676,0.1637247378,0.1593768366,0.1746277518,0.1701796151,0.1843800589,0.1978790959,0.1931586711,0.2400495188,0.2511595198,0.2288984263,0.2394532803,0.187025423,0.1825853168,0.1930929178,0.2319862664,0.2122907874,0.2072209597,0.2427475789,0.2106954266,0.2315306103,0.2513835522,0.3071668162,0.3123791033,850891,869595
Cabo Verde,CO2 per capita,CPV,0.1090449522,0.1071590339,0.08725094103,0.06788006682,0.1315816622,0.1114004366,0.09219165741,0.07407422371,0.1145181501,0.1391856859,0.1365059393,0.1351565523,0.1888530428,0.2299755043,0.2442604023,0.2849578153,0.2702832188,0.2951469808,0.7568161575,0.89141991,0.4263232434,0.1143246108,0.1246244613,0.1221413202,0.2754981381,0.2706116765,0.1853114054,0.2512136565,0.225146127,0.2435956278,0.2958991339,0.2888261815,0.3091946043,0.300499649,0.2922353079,0.3106490494,0.3539527675,0.3710593497,0.3878665642,0.4518903286,0.5138050063,0.5737879876,0.6321183867,0.6890037228,0.7446032688,0.950254193,1.065709517,0.9682844736,0.9982406009,1.047944488,1.096126209,1.142609721,1.049004337,0.9965998359,0.9647369355,0.9528528414,1.035508529,1.097676461,1.140200528,549936,555988
Costa Rica,CO2 per capita,CRI,0.3692386535,0.355765005,0.3837524227,0.4045514629,0.4381515667,0.5318049464,0.6040796899,0.5165269676,0.5937900886,0.6383985459,0.6768707704,0.806476435,0.9072390789,1.026932701,0.9336993363,0.9735773231,0.9710715551,1.185414247,1.290363727,1.201075454,1.031067715,0.9169019459,0.8268834624,0.8117415441,0.7515077584,0.8280740551,0.9277614585,0.95588272,0.9932460455,0.9785858247,0.9200381095,0.9556279459,1.262731913,1.239510862,1.402208667,1.35664009,1.247122739,1.207329377,1.319700633,1.297154393,1.249252657,1.343554927,1.346038769,1.392873722,1.405865251,1.463071788,1.509635085,1.725458643,1.684918834,1.592659961,1.553293364,1.603682729,1.589162806,1.640619547,1.632818186,1.555343088,1.649203076,1.652540276,1.652184053,5047561,5094114
Caribbean small states,CO2 per capita,CSS,1.40133635,2.059981254,2.703741229,1.350230132,2.362952174,2.601911806,2.529154305,2.976362509,2.938122789,3.076164721,4.283398768,5.059526098,5.103337988,6.047184573,5.746218375,6.086492956,6.626611179,7.279666637,6.919368715,6.92343675,7.084247338,5.869424843,5.628531968,5.035818701,5.024704304,5.50472435,4.763919565,4.960398791,4.577757269,5.011604605,4.714389221,4.562310365,4.657452316,4.614020269,4.725940419,4.806403358,4.828409814,4.927451391,5.146445645,5.161969748,5.03110009,5.217181572,5.264220891,5.200736553,5.265055842,5.781103799,6.319862843,6.288236856,5.807552959,7.02915018,5.69036308,5.85842352,6.061385847,5.811900779,5.605397575,5.462326768,5.032062547,4.876310944,5.017034408,7401389,7442291
Cuba,CO2 per capita,CUB,1.918421742,1.67074999,1.901015827,1.710525888,1.834145103,1.835764524,1.871119626,1.905281192,1.905948489,2.016093997,2.14316086,2.211012251,2.304534551,2.440189789,2.458057731,2.865219504,2.849411556,3.048058592,3.156004128,3.238964543,3.188045899,3.308449098,3.47616192,3.090091244,3.250042989,3.226175317,3.296157442,3.300663433,3.427347043,3.402389021,3.341516163,2.569907961,2.057489364,1.862027903,1.993825507,2.119716987,2.288083728,2.493236868,2.441409346,2.510673973,2.534507272,2.435359521,2.317926681,2.24682379,2.219482757,2.296301782,2.335444202,2.417537743,2.341377461,2.413885955,2.695568338,2.53989816,2.562824284,2.424060435,2.377307538,2.427420867,2.509901097,2.262053371,2.202300094,11333484,11326616
Curacao,CO2 per capita,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157441,155014
Cayman Islands,CO2 per capita,CYM,1.397839898,1.371011964,1.351308193,1.338484,1.325581395,1.314336918,2.171364282,1.72200047,2.547117388,4.981772897,4.010718583,4.589486859,5.427232363,5.443681574,4.788039694,4.496076508,5.068417415,5.031268053,6.244465636,5.920245399,9.955451348,9.136501157,9.253727919,9.368619828,9.824777623,9.798766701,9.873935181,10.0447096,9.821602634,10.68295322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64948,65720
Cyprus,CO2 per capita,CYP,1.548896642,1.501403534,1.567864413,1.706856336,1.730111574,1.981916512,2.12384314,2.306987473,2.714276644,2.758775888,2.778854271,3.035850272,3.830484616,3.937764622,2.997211679,3.047588853,3.747732402,4.011257346,4.172164105,4.416512992,4.681335788,4.421662289,4.484907101,4.464374218,4.561971579,4.408566792,4.977979462,5.697814715,5.606485479,5.780931318,5.948219187,6.474095319,6.782328475,6.949618321,7.083946559,6.78052493,7.052686776,7.013094851,7.20802016,7.35382253,7.495059833,7.216690236,7.2776181,7.820347397,7.63056581,7.658197239,7.594394304,7.746486818,7.766501968,7.449305111,7.028474309,6.712083617,6.184771366,5.577576394,5.857864769,5.839858672,6.110124091,6.188092584,6.079400502,1198574,1207361
Czech Republic,CO2 per capita,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.53545339,13.28020218,12.99916669,12.67975204,12.06841342,12.12132597,12.28667367,12.11067678,11.55194202,10.88599028,12.01065269,12.01181802,11.62410282,12.0433612,12.10540133,11.75178353,11.77860328,12.00427855,11.3928284,10.64445435,10.87698496,10.57346318,10.19619372,9.76957796,9.477122227,9.575140818,9.734693175,9.761725917,9.640704998,10671870,10698896
Germany,CO2 per capita,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.02660923,11.65260094,11.07292343,10.92964208,10.75427021,10.68940786,11.02059284,10.61623004,10.52004276,10.15039627,10.09688327,10.29144835,10.10056008,10.1358012,9.947493985,9.726877921,9.883407092,9.525155674,9.615747988,8.9699549,9.451565374,9.29779082,9.449949925,9.642558947,9.10678233,9.087290939,9.073006389,8.858293699,8.558389812,83092962,83240525
Djibouti,CO2 per capita,DJI,0.4823038477,0.4972034846,0.506045455,0.6560058836,0.7839694373,1.052489215,1.134037566,0.6697462045,0.8615212655,0.5626897237,0.8727561975,0.9526249911,1.063865162,0.9428763335,0.9472219515,0.8833109552,0.7966735866,0.7136503863,0.6548044207,1.080198167,0.9704841765,0.8019918172,0.9042147284,0.8846241747,0.8670354516,0.8443591286,0.8312831924,0.7927241877,0.6585436858,0.6893651737,0.5589497165,0.5602767108,0.5528005853,0.5497135023,0.5302363247,0.5234896135,0.5282382168,0.5296145314,0.5143541549,0.5000192865,0.5156241072,0.518404025,0.5355132292,0.539730056,0.5184039896,0.5489959757,0.5411841108,0.5835203909,0.57572569,0.5556763548,0.6189046815,0.562277505,0.5874655584,0.6339890592,0.5118464639,0.5908109208,0.5273824502,0.4978286198,0.5109899335,973557,988002
Dominica,CO2 per capita,DMA,0.1832889037,0.1802378924,0.1774984672,0.2331325397,0.229470753,0.2255088863,0.2212368024,0.3250550327,0.3187125185,0.2611302589,0.3611079849,0.3586608727,0.3578508595,0.3578109536,0.4084997354,0.4069470647,0.4037323498,0.3495091431,0.3455708131,0.4402748132,0.4868690087,0.4868948668,0.5377406282,0.5415525482,0.5958887414,0.651180898,0.6572500034,0.6635533532,0.772411953,0.8296145471,0.8520064752,0.8525512596,1.13401185,1.129656302,1.126062722,1.40637086,1.127824849,1.416591115,1.56733112,1.575299307,1.866475233,2.152976131,1.718213058,1.997089955,2.27314703,2.266931142,2.403914138,2.542480614,2.54133194,7.05736224,2.539610875,2.397337545,3.523409533,2.393725623,2.531966072,2.528977871,2.524296352,2.378953261,2.513053919,71808,71991
Denmark,CO2 per capita,DNK,6.502683093,6.881260155,7.945107361,8.6898313,9.146392939,9.316576004,10.44901166,10.14930055,10.96131479,12.14297486,12.59965647,11.49722715,11.9488346,11.80161179,10.91676863,11.02376646,11.85490289,12.15458515,11.97392623,12.31219662,11.78401383,10.11194239,10.49196453,9.810842233,9.950133216,11.74744309,11.50329653,11.37930503,10.74325063,9.505090019,10.13044504,12.17042554,11.02415801,11.42691286,12.13749813,11.44959475,13.927222,12.05678496,11.26273255,10.70314756,9.871496377,10.04892342,10.04105149,11.00810415,9.971277761,9.275879834,10.70573626,9.777644642,9.123308652,8.670862985,8.684706751,7.735291816,6.833498701,7.120299943,6.336521381,5.911867775,6.176665194,5.78145978,5.761494164,5814422,5831404
Dominican Republic,CO2 per capita,DOM,0.3161377709,0.302507837,0.3530549972,0.3437078593,0.4655580879,0.3990630693,0.418059321,0.380654362,0.5533877222,0.6070960208,0.6910684705,0.7615805405,0.9831690451,1.22146747,1.279818643,1.232399713,1.200376931,1.038221203,0.9836749828,1.200609648,1.112623363,1.039084081,1.044905137,1.276423196,1.175662059,1.128311358,1.240127016,1.449379117,1.432939876,1.481393428,1.101844805,1.131985212,1.29853669,1.261517476,1.44982103,1.515492748,1.600700939,1.793576202,2.022052177,2.132252896,2.202727156,2.206173355,2.391984205,2.115178473,1.922124646,2.051166604,2.204219888,2.203696042,2.171688352,2.049758916,2.128906748,2.126723148,2.179053775,2.11480116,2.097355463,2.280756783,2.352434731,2.224840963,2.363757648,10738957,10847904
Algeria,CO2 per capita,DZA,0.557120254,0.5350245441,0.4878886331,0.4555738365,0.4623627285,0.525615176,0.6533889303,0.6358886088,0.6631612167,0.801894917,1.042173891,1.255270267,1.854611529,2.438779641,1.975758959,1.928697738,2.292599486,2.382531345,3.454246225,2.446462561,3.460647179,2.342523823,1.920016285,2.493859764,3.267069872,3.244823587,3.301705157,3.538317679,3.434398804,3.188334694,2.635596776,2.535561112,2.447801991,2.658535391,2.535995092,2.540181463,2.439998203,2.448645025,2.468804597,2.532050158,2.531711792,2.377310115,2.524241794,2.598549059,2.596647581,2.684487229,2.786777459,2.942022144,2.994189217,3.191554214,3.144747525,3.222459523,3.387554626,3.406123235,3.566208834,3.674232947,3.535019927,3.505747662,3.591657418,43053054,43851043
East Asia & Pacific (excluding high income),CO2 per capita,EAP,0.9525703526,0.7071399172,0.5813807516,0.5667206957,0.5624760498,0.601438482,0.6398457706,0.5478812157,0.5854577998,0.6798313186,0.8724419532,0.9772075302,0.9896701831,1.01605731,1.011248618,1.128611222,1.159805892,1.252834716,1.357012611,1.368650017,1.33371914,1.305660394,1.381199871,1.43404001,1.521065376,1.617695445,1.67344832,1.759024837,1.862925436,1.873031942,1.664181237,1.733828908,1.788773439,1.918793856,1.982260191,2.180070302,2.166093446,2.199762914,2.222977209,2.174741782,2.27399406,2.37555836,2.525412715,2.85847122,3.243068857,3.602354556,3.909698378,4.190679738,4.284171526,4.514617596,4.905964443,5.305937345,5.412371774,5.576256539,5.552042399,5.509108565,5.481745022,5.564350746,5.720397083,2093675075,2105003391
Early-demographic dividend,CO2 per capita,EAR,0.6167542359,0.6284230327,0.6487224247,0.6666347006,0.6930069941,0.724736649,0.743410702,0.7886862274,0.8458485233,0.8724482076,0.916332771,0.9521657318,0.9548299556,1.024554532,1.038987032,1.036861666,1.100233869,1.150938503,1.179584308,1.216266517,1.244077178,1.259248546,1.282394977,1.283631685,1.295774915,1.33100625,1.36486725,1.386573482,1.420813797,1.45399931,1.279486681,1.318680606,1.328020711,1.345235491,1.380458736,1.417349407,1.460995955,1.495648131,1.515138106,1.532576137,1.560984792,1.56824423,1.592868602,1.629521995,1.689527909,1.734342642,1.79669607,1.882785912,1.930507152,1.959265712,2.01910782,2.065930584,2.131382799,2.125598135,2.203573699,2.194776637,2.199832227,2.247696677,2.27814572,3290291029,3332105361
East Asia & Pacific,CO2 per capita,EAS,1.182972608,1.022153677,0.9251174707,0.9454615482,0.9745701197,1.036636055,1.09112059,1.0748875,1.164343423,1.320421097,1.59326071,1.695558532,1.743842621,1.818349009,1.798688473,1.864333115,1.924990249,2.03378421,2.117362547,2.166447015,2.131379537,2.079261975,2.121405939,2.154039938,2.26991737,2.342420731,2.389975906,2.466916006,2.62793287,2.671625946,2.494467181,2.56959646,2.631886473,2.758994094,2.855636497,3.056186324,3.059596868,3.090488012,3.055468701,3.042058843,3.16843593,3.259852218,3.409225734,3.717593082,4.084304076,4.413761948,4.690112274,4.976091688,5.032380069,5.221767283,5.629335017,6.035842043,6.150128387,6.298870519,6.242679578,6.19247158,6.165075415,6.237253253,6.361179651,2340673749,2352037717
Europe & Central Asia (excluding high income),CO2 per capita,ECA,8.848806795,9.007024968,9.377889793,9.913461713,10.42203767,10.91080114,11.40440119,11.82717117,12.07173338,12.49480614,12.97649489,13.62343194,14.19564456,14.68553935,15.07779118,15.69877331,16.16888899,16.56043964,16.97739814,16.92637728,17.33315623,16.90567563,17.08704208,17.17741813,17.0990402,18.20231994,18.14899447,17.99825371,18.22436284,17.77206282,10.47342951,10.10211165,9.272282445,8.392711013,7.425532732,7.197760861,6.96913735,6.592517748,6.527569454,6.48828281,6.642423746,6.623811796,6.705328528,6.943507858,6.985756612,6.983599271,7.302493008,7.406984,7.540122871,6.881470397,7.22789172,7.599699952,7.535071605,7.34128217,7.081647481,6.846907848,6.877000302,6.973488573,7.07331348,418760880,420249459
Europe & Central Asia,CO2 per capita,ECS,7.253356013,7.415604227,7.73822894,8.189670354,8.517185137,8.816231779,9.114528997,9.335340675,9.665967546,10.08133776,10.61122113,10.97774628,11.3960301,11.8438527,11.86491313,11.96960519,12.50273608,12.62745306,12.95591942,13.17731176,13.1706318,12.62970771,12.56128757,12.51237071,12.47675117,13.08717572,13.0495275,13.05208545,13.08720651,13.04253797,9.476590536,9.313163327,8.78791394,8.291099606,7.823039814,7.750880182,7.773038095,7.500886116,7.480261455,7.412124432,7.482160159,7.536520441,7.534290522,7.736199647,7.746554807,7.700388252,7.830097751,7.79165317,7.728668296,7.102064944,7.368627819,7.363895495,7.290488892,7.108636433,6.768550162,6.694111202,6.685154723,6.72179984,6.690105957,920809471,923489941
Ecuador,CO2 per capita,ECU,0.3881953703,0.3522509636,0.3255865744,0.3630699672,0.4211344744,0.4342516562,0.4482367838,0.4662882982,0.5444014824,0.6095734821,0.7056832046,0.6761804591,0.7146494909,0.7955060138,0.8952880166,1.052757726,1.128497005,1.013629186,1.374939349,1.563076867,1.682678994,2.036216242,2.293674837,2.267481924,2.403764114,2.143306714,1.643987435,1.587355532,1.770430572,2.028399989,1.52478792,1.543092579,1.605990072,1.472431592,1.519450528,1.726725973,1.92170172,1.970471048,1.916637107,1.665312529,1.685181983,1.813443017,1.794808294,1.792114963,1.86961392,1.963714462,2.070503967,2.069030061,2.083141278,2.195011213,2.308289711,2.328802664,2.367181443,2.510270112,2.582775445,2.511716305,2.365516075,2.249579931,2.3138123,17373657,17643060
"Egypt, Arab Rep.",CO2 per capita,EGY,0.6027932154,0.6244270541,0.6614679262,0.746574073,0.8609353219,0.9082845661,0.8503774474,0.6138261606,0.6965569336,0.5843807015,0.6283459357,0.6526720946,0.7066324734,0.6449156454,0.6927868951,0.8067581442,0.8750146965,0.9388997741,0.9524703477,1.016099276,1.044579953,1.14816451,1.241194841,1.22177658,1.330844464,1.297999709,1.473543487,1.438892607,1.39574591,1.317447838,1.546643045,1.556651239,1.573291557,1.533550334,1.414663436,1.473833913,1.521501838,1.602039836,1.650597772,1.698422517,1.639654809,1.781970868,1.786947211,1.80210112,1.92376988,2.126355881,2.200103104,2.329350025,2.374802949,2.409447321,2.374299739,2.385091523,2.457816414,2.380304602,2.395917008,2.444220788,2.477154638,2.474943902,2.502042142,100388076,102334403
Euro area,CO2 per capita,EMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.426550227,8.436013426,8.161265662,7.959097223,7.930731514,8.065635337,8.224544715,8.116532124,8.230464269,8.162177768,8.193095564,8.307852,8.281611084,8.412114548,8.407040018,8.337927388,8.250444284,8.097066507,7.886537039,7.271241416,7.441198787,7.179990668,7.077063508,6.914721029,6.523711594,6.646295189,6.617182762,6.613176931,6.454837567,342282081,342949773
Eritrea,CO2 per capita,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.1948978403,0.2814219941,0.3290606535,0.3629390258,0.396090631,0.3780990456,0.2764635687,0.2905142191,0.2791818054,0.29477147,0.2740765133,0.2652854394,0.2500175564,0.2122651772,0.1781914866,0.1701962931,0.1469252464,0.1506448883,0.1577069659,0.180462226,0.193839951,0.1980829834,0.2053484824,0.1944467213,0.195465323,0.2109646535,0.2316962161,,
Spain,CO2 per capita,ESP,1.606592711,1.74622172,1.935781533,1.879509312,2.037725257,2.225610193,2.407735709,2.647227559,2.93409754,2.897101868,3.457969859,3.75994979,4.190966866,4.440462955,4.89498864,5.079852145,5.491294603,5.358942976,5.438594324,5.478315887,5.734778954,5.48982234,5.525887108,5.367036187,5.190482538,5.230998485,4.93636136,4.934193197,5.134110769,5.837882861,5.53215372,5.702608834,5.937021047,5.541234933,5.776615746,6.056280767,5.7683844,6.206345601,6.369906713,6.891100141,7.230107062,7.216328687,7.548593756,7.553396261,7.817921366,8.029202013,7.698212588,7.842252303,7.053994261,6.200857038,5.866642426,5.87043576,5.756947029,5.208060181,5.18406686,5.517944386,5.314294607,5.654039569,5.5203504,47133521,47351567
Estonia,CO2 per capita,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.31747403,20.08564581,15.51114709,12.26133236,12.22552399,11.29724063,12.15744062,12.02542273,11.73028144,10.93333257,10.60856058,11.01493752,10.77319027,12.27821875,12.41789292,12.63678471,11.7982492,14.80591938,13.67895953,11.21006508,14.17976304,13.59761164,12.68621059,14.55997244,13.55602128,11.68459648,11.89399524,12.35782429,12.103085,1326898,1331057
Ethiopia,CO2 per capita,ETH,0.01589217131,0.01504248144,0.01705479669,0.01771987533,0.01668388872,0.02580160883,0.03217790698,0.04088377019,0.0641008112,0.06033711337,0.05820208847,0.06331352045,0.04671833683,0.05647596859,0.05455380379,0.03715771756,0.0355319257,0.03123431229,0.04034494914,0.05358902796,0.05186143085,0.05186959363,0.04004482089,0.04835792997,0.04228179434,0.04465114831,0.05277805949,0.05958027695,0.05972765726,0.06110041021,0.04823769129,0.04696636015,0.02955841804,0.03640078359,0.0409561314,0.04504985687,0.04874028359,0.05041398531,0.05167361397,0.04942261947,0.05375628943,0.06455453804,0.06515346207,0.06955742812,0.07179465683,0.06614596043,0.06879926991,0.07524077389,0.08297530534,0.08130565573,0.07382476957,0.08364772601,0.09123558017,0.107772863,0.1256954229,0.1277328521,0.1443001986,0.1453008529,0.149050931,112078727,114963583
European Union,CO2 per capita,EUU,4.729285725,4.932845597,5.299049686,5.736879246,6.011416269,6.188186542,6.416514769,6.676945864,7.095467681,7.541633978,8.066820728,8.257194549,8.682102721,9.152800479,9.094179247,8.880324829,9.583495755,9.471498311,9.813020252,10.13277948,9.989263546,9.339867555,9.103718072,8.930120536,8.897907776,9.041194752,8.956174821,9.128415876,8.956410313,9.200370699,8.472880884,8.355288111,8.060522613,7.891457628,7.84294042,7.953597625,8.168834954,7.995990102,7.965992524,7.824787373,7.831506747,7.951092724,7.916832032,8.102731053,8.084480756,8.010662536,8.002438546,7.883806504,7.682107735,7.097331958,7.281549193,7.072379569,6.927204679,6.742973717,6.400223817,6.516388833,6.51892253,6.559142922,6.424038741,447196538,447794691
Fragile and conflict affected situations,CO2 per capita,FCS,0.5362975111,0.5083663856,0.512157745,0.5265699659,0.5319081027,0.6284518787,0.6679620358,0.7322620015,0.769975361,0.8544058035,0.906349704,0.8822223155,0.8684890038,0.9174709529,0.9776368574,0.8539735781,0.944642544,0.9152582682,0.9043474849,1.081667349,1.080575152,1.035022631,1.012639869,1.024866747,1.044942751,1.069172227,1.096365963,1.06184792,1.148843698,1.04557698,1.013566263,0.9940215896,0.9572281983,0.9992250767,0.9869697428,0.9840172533,0.9996808649,1.019872005,0.9241148999,0.8615895459,0.8792760312,0.9050703095,0.8940828211,0.855964176,0.8575040491,0.9321850563,0.8850437085,0.8545490859,0.8847751671,0.8733360737,0.9133305869,0.9002839015,0.9363603748,0.9418973709,0.9526475941,0.8806078497,0.8630074979,0.8580468337,0.868444604,908739462,930006546
Finland,CO2 per capita,FIN,3.409846728,3.348877215,3.742567366,4.279630907,5.024189944,5.549837063,6.444050245,6.213386589,7.200890139,8.20434233,8.769643882,8.799132244,9.51830728,10.58429033,9.9520677,9.785017744,10.85124292,10.59729975,10.92339046,11.40345731,12.18667255,10.73140319,8.925664185,8.562246655,8.65558094,10.13132618,10.84333288,11.68994386,10.54993985,10.59243558,10.94169357,10.99578359,10.36891768,10.55177326,11.77792413,10.98126587,12.20979777,11.79415293,11.11284025,10.93994472,10.64485611,11.77523242,12.19859716,13.75595769,12.94525123,10.57167082,12.72627979,12.3092166,10.66360723,10.14821298,11.6587537,10.22962464,9.126388006,9.227846733,8.451871936,7.814537412,8.318012674,7.808338601,8.04275205,5521606,5530719
Fiji,CO2 per capita,FJI,0.4939285351,0.4142037697,0.5478676605,0.5547108317,0.9441423365,0.7429476679,0.6773649819,0.7289317237,0.7937483966,0.8489291908,1.000293914,1.034663727,1.067317806,1.13819718,1.186840532,1.081099361,0.8238191439,1.280969883,1.167407033,1.350972676,1.252516874,1.661615712,1.256571712,1.043133668,0.8323644711,0.8140073338,0.8419421631,0.6604680677,0.7659408181,0.8704419806,1.001955873,0.992659757,1.020860478,0.9934274838,0.9796148677,0.980103891,1.045399668,1.009163202,0.9748196584,0.99218407,1.048074564,1.326906845,1.128478504,1.32340291,1.785137871,1.557924358,1.65485119,1.506843581,1.135616237,1.136315713,1.349125859,1.285539075,1.190661973,1.305449849,1.511921676,1.738365614,1.99448422,2.062772092,2.150561976,889955,896444
France,CO2 per capita,FRA,5.81743531,5.952753977,6.235408423,6.87529138,7.013994552,7.062752074,6.899139977,7.326519797,7.515931987,8.014841113,8.449427955,8.82991624,9.105897695,9.70910599,9.312382027,8.28681204,9.32500895,8.828301866,9.249254414,9.63552951,9.161531981,8.203109968,7.841027019,7.543287024,7.194880619,7.075848708,6.76799939,6.587688941,6.458902066,6.74228228,6.122359687,6.500930535,6.264271583,5.913536994,5.806442913,5.916505458,6.15800738,5.989176224,6.333336679,6.198684398,6.12747794,6.142043233,6.005475326,6.054152566,6.027439546,6.027601801,5.840804198,5.669031385,5.564429,5.314414422,5.350658925,5.104312275,5.12231119,5.10055617,4.592376829,4.666086597,4.686612202,4.727575622,4.619241205,67248926,67391582
Faroe Islands,CO2 per capita,FRO,1.694547135,3.241061755,3.303510599,3.46664813,3.323656239,3.682626279,3.737521122,4.473730274,4.808423592,5.515715768,6.580445037,6.598666869,5.87969435,6.263720758,7.361470855,8.436622106,7.909836066,9.660764721,9.396154117,11.18690762,9.730381412,10.06380789,10.39375524,10.96398624,11.10840851,11.4067905,10.725967,10.76201985,11.27512651,12.28579911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48677,48865
